MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYStatus,MYOriginalSpecimenID,MYNotes,MYVerificationStatus[0],MYDataSource,MYPreservation[0],MYLanguage,MYEditNotes,MYEvent[0],MYEvent[1],MYGathering[0][MYLeg][0],MYGathering[0][MYLeg][1],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYCoordinatesVerbatim],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYPreferredIdentification]
utu:ZMUT,9805,2019-12-19T14:02:33+0200,HR.1648,GX.9163,GX.9116,GX.9139,GX.9375,,Missing,i1-15,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,15.10.2000,08.11.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal intermedio seco",,-3.962972222222,-73.442722222222,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i1",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9806,2019-12-19T14:02:33+0200,HR.1648,GX.9163,GX.9116,GX.9139,GX.9375,,Missing,i1-16,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,08.11.2000,01.12.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal intermedio seco",,-3.962972222222,-73.442722222222,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i1",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9807,2019-12-19T14:02:33+0200,HR.1648,GX.9163,GX.9116,GX.9139,GX.9375,,Ok,i1-17,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,01.12.2000,15.12.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal intermedio seco",,-3.962972222222,-73.442722222222,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i1",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9808,2019-12-19T14:02:33+0200,HR.1648,GX.9163,GX.9116,GX.9139,GX.9375,,Missing,i1-18,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,15.12.2000,28.12.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal intermedio seco",,-3.962972222222,-73.442722222222,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i1",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9809,2019-12-19T14:02:33+0200,HR.1648,GX.9163,GX.9116,GX.9139,GX.9375,,Missing,i1-19,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,28.12.2000,20.01.2001,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal intermedio seco",,-3.962972222222,-73.442722222222,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i1",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9810,2019-12-19T14:02:33+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-1,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,29.01.2000,20.02.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9811,2019-12-19T14:02:33+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-2,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,20.02.2000,08.03.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9812,2019-12-19T14:02:33+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-3,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,08.03.2000,24.03.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9813,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-4,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,24.03.2000,17.04.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9814,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-5,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,17.04.2000,03.05.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9815,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-6,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,03.05.2000,22.05.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9816,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-7,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,22.05.2000,11.06.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9817,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-8,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,11.06.2000,29.06.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9818,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-9,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,29.06.2000,16.07.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9819,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-10,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,16.07.2000,02.08.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9820,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-11,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,02.08.2000,18.08.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9821,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-12,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,18.08.2000,19.09.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9822,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-13,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,19.09.2000,04.10.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9823,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-14,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,04.10.2000,15.10.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9824,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-15,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,15.10.2000,08.11.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9825,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-16,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,08.11.2000,01.12.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9826,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Ok,i2-17,"Most of the specimens split from this sample are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,01.12.2000,15.12.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9827,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-18,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,15.12.2000,28.12.2000,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
utu:ZMUT,9828,2019-12-19T14:02:34+0200,HR.1648,GX.9164,GX.9116,GX.9139,GX.9375,,Missing,i2-19,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",Ok,https://doi.org/10.5281/zenodo.3559054,,english,,Ichneumonoidea removed,,"Sääksjärvi, Ilari E.",,28.12.2000,20.01.2001,"Original notes in the raw data files (https://doi.org/10.5281/zenodo.3559054):
Varillal seco (lähes chamizal)",,-3.9675,-73.436527777778,Wgs84,Unknown,,,Peru,Department of Loreto,,,"Reserva Nacional Allpahuayo Mishana, trap i2",Malaise,,Amazon 2000,PreservedSpecimen,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",numerous,kingdom,Animalia,"Linnaeus, 1758",
