sample,event,trap,sample_number,date_begin,date_end,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],sample_1998_2000,trap_2008_2011
h2-15,Amazon2000,h2,15,17.10.2000,08.11.2000,GX.9116,GX.9376,GX.9162,,h2/15,h2
h2-16,Amazon2000,h2,16,08.11.2000,01.12.2000,GX.9116,GX.9376,GX.9162,,h2/16,h2
h2-17,Amazon2000,h2,17,01.12.2000,21.12.2000,GX.9116,GX.9376,GX.9162,,h2/17,h2
h2-19,Amazon2000,h2,19,28.12.2000,23.01.2001,GX.9116,GX.9376,GX.9162,,h2/19,h2
i1-1,Amazon2000,i1,1,29.01.2000,20.02.2000,GX.9116,GX.9375,GX.9163,,i1/1,i1
i1-4,Amazon2000,i1,4,24.03.2000,17.04.2000,GX.9116,GX.9375,GX.9163,,i1/4,i1
i1-6,Amazon2000,i1,6,03.05.2000,22.05.2000,GX.9116,GX.9375,GX.9163,,i1/6,i1
i1-7,Amazon2000,i1,7,22.05.2000,11.06.2000,GX.9116,GX.9375,GX.9163,,i1/7,i1
i1-8,Amazon2000,i1,8,11.06.2000,29.06.2000,GX.9116,GX.9375,GX.9163,,i1/8,i1
i1-9,Amazon2000,i1,9,29.06.2000,16.07.2000,GX.9116,GX.9375,GX.9163,,i1/9,i1
i1-10,Amazon2000,i1,10,16.07.2000,02.08.2000,GX.9116,GX.9375,GX.9163,,i1/10,i1
i1-11,Amazon2000,i1,11,02.08.2000,18.08.2000,GX.9116,GX.9375,GX.9163,,i1/11,i1
i1-12,Amazon2000,i1,12,18.08.2000,19.09.2000,GX.9116,GX.9375,GX.9163,,i1/12,i1
i1-13,Amazon2000,i1,13,19.09.2000,04.10.2000,GX.9116,GX.9375,GX.9163,,i1/13,i1
i1-14,Amazon2000,i1,14,04.10.2000,15.10.2000,GX.9116,GX.9375,GX.9163,,i1/14,i1
i1-15,Amazon2000,i1,15,15.10.2000,08.11.2000,GX.9116,GX.9375,GX.9163,,i1/15,i1
i1-16,Amazon2000,i1,16,08.11.2000,01.12.2000,GX.9116,GX.9375,GX.9163,,i1/16,i1
i1-17,Amazon2000,i1,17,01.12.2000,15.12.2000,GX.9116,GX.9375,GX.9163,,i1/17,i1
i1-18,Amazon2000,i1,18,15.12.2000,28.12.2000,GX.9116,GX.9375,GX.9163,,i1/18,i1
i1-19,Amazon2000,i1,19,28.12.2000,20.01.2001,GX.9116,GX.9375,GX.9163,,i1/19,i1
i2-1,Amazon2000,i2,1,29.01.2000,20.02.2000,GX.9116,GX.9375,GX.9164,,i2/1,i2
i2-2,Amazon2000,i2,2,20.02.2000,08.03.2000,GX.9116,GX.9375,GX.9164,,i2/2,i2
i2-3,Amazon2000,i2,3,08.03.2000,24.03.2000,GX.9116,GX.9375,GX.9164,,i2/3,i2
i2-4,Amazon2000,i2,4,24.03.2000,17.04.2000,GX.9116,GX.9375,GX.9164,,i2/4,i2
i2-5,Amazon2000,i2,5,17.04.2000,03.05.2000,GX.9116,GX.9375,GX.9164,,i2/5,i2
i2-6,Amazon2000,i2,6,03.05.2000,22.05.2000,GX.9116,GX.9375,GX.9164,,i2/6,i2
i2-7,Amazon2000,i2,7,22.05.2000,11.06.2000,GX.9116,GX.9375,GX.9164,,i2/7,i2
i2-8,Amazon2000,i2,8,11.06.2000,29.06.2000,GX.9116,GX.9375,GX.9164,,i2/8,i2
i2-9,Amazon2000,i2,9,29.06.2000,16.07.2000,GX.9116,GX.9375,GX.9164,,i2/9,i2
i2-10,Amazon2000,i2,10,16.07.2000,02.08.2000,GX.9116,GX.9375,GX.9164,,i2/10,i2
i2-11,Amazon2000,i2,11,02.08.2000,18.08.2000,GX.9116,GX.9375,GX.9164,,i2/11,i2
i2-12,Amazon2000,i2,12,18.08.2000,19.09.2000,GX.9116,GX.9375,GX.9164,,i2/12,i2
i2-13,Amazon2000,i2,13,19.09.2000,04.10.2000,GX.9116,GX.9375,GX.9164,,i2/13,i2
i2-14,Amazon2000,i2,14,04.10.2000,15.10.2000,GX.9116,GX.9375,GX.9164,,i2/14,i2
i2-15,Amazon2000,i2,15,15.10.2000,08.11.2000,GX.9116,GX.9375,GX.9164,,i2/15,i2
i2-16,Amazon2000,i2,16,08.11.2000,01.12.2000,GX.9116,GX.9375,GX.9164,,i2/16,i2
i2-17,Amazon2000,i2,17,01.12.2000,15.12.2000,GX.9116,GX.9375,GX.9164,,i2/17,i2
i2-18,Amazon2000,i2,18,15.12.2000,28.12.2000,GX.9116,GX.9375,GX.9164,,i2/18,i2
i2-19,Amazon2000,i2,19,28.12.2000,20.01.2001,GX.9116,GX.9375,GX.9164,,i2/19,i2
i3-1,Amazon2000,i3,1,29.01.2000,20.02.2000,GX.9116,GX.9375,GX.9165,,i3/1,i3
i3-2,Amazon2000,i3,2,20.02.2000,08.03.2000,GX.9116,GX.9375,GX.9165,,i3/2,i3
i3-3,Amazon2000,i3,3,08.03.2000,24.03.2000,GX.9116,GX.9375,GX.9165,,i3/3,i3
i3-5,Amazon2000,i3,5,17.04.2000,03.05.2000,GX.9116,GX.9375,GX.9165,,i3/5,i3
i3-6,Amazon2000,i3,6,03.05.2000,22.05.2000,GX.9116,GX.9375,GX.9165,,i3/6,i3
i3-7,Amazon2000,i3,7,22.05.2000,11.06.2000,GX.9116,GX.9375,GX.9165,,i3/7,i3
j1-6,Amazon2000,j1,6,03.05.2000,22.05.2000,GX.9116,GX.9377,GX.9166,,j1/6,j1
j1-7,Amazon2000,j1,7,22.05.2000,11.06.2000,GX.9116,GX.9377,GX.9166,,j1/7,j1
j1-8,Amazon2000,j1,8,11.06.2000,29.06.2000,GX.9116,GX.9377,GX.9166,,j1/8,j1
j1-9,Amazon2000,j1,9,29.06.2000,16.07.2000,GX.9116,GX.9377,GX.9166,,j1/9,j1
j1-10,Amazon2000,j1,10,16.07.2000,02.08.2000,GX.9116,GX.9377,GX.9166,,j1/10,j1
j1-11,Amazon2000,j1,11,02.08.2000,18.08.2000,GX.9116,GX.9377,GX.9166,,j1/11,j1
j1-12,Amazon2000,j1,12,18.08.2000,19.09.2000,GX.9116,GX.9377,GX.9166,,j1/12,j1
j1-13,Amazon2000,j1,13,19.09.2000,04.10.2000,GX.9116,GX.9377,GX.9166,,j1/13,j1
j1-14,Amazon2000,j1,14,04.10.2000,15.10.2000,GX.9116,GX.9377,GX.9166,,j1/14,j1
j1-15,Amazon2000,j1,15,15.10.2000,08.11.2000,GX.9116,GX.9377,GX.9166,,j1/15,j1
j1-16,Amazon2000,j1,16,08.11.2000,01.12.2000,GX.9116,GX.9377,GX.9166,,j1/16,j1
j1-17,Amazon2000,j1,17,01.12.2000,15.12.2000,GX.9116,GX.9377,GX.9166,,j1/17,j1
j1-18,Amazon2000,j1,18,15.12.2000,28.12.2000,GX.9116,GX.9377,GX.9166,,j1/18,j1
j1-19,Amazon2000,j1,19,28.12.2000,20.01.2001,GX.9116,GX.9377,GX.9166,,j1/19,j1
j2-2,Amazon2000,j2,2,20.02.2000,08.03.2000,GX.9116,GX.9376,GX.9167,,j2/2,j2
j2-3,Amazon2000,j2,3,08.03.2000,24.03.2000,GX.9116,GX.9376,GX.9167,,j2/3,j2
j2-4,Amazon2000,j2,4,24.03.2000,17.04.2000,GX.9116,GX.9376,GX.9167,,j2/4,j2
j2-5,Amazon2000,j2,5,17.04.2000,03.05.2000,GX.9116,GX.9376,GX.9167,,j2/5,j2
j2-6,Amazon2000,j2,6,03.05.2000,22.05.2000,GX.9116,GX.9376,GX.9167,,j2/6,j2
j2-8,Amazon2000,j2,8,11.06.2000,29.06.2000,GX.9116,GX.9376,GX.9167,,j2/8,j2
j2-9,Amazon2000,j2,9,29.06.2000,16.07.2000,GX.9116,GX.9376,GX.9167,,j2/9,j2
j2-10,Amazon2000,j2,10,16.07.2000,02.08.2000,GX.9116,GX.9376,GX.9167,,j2/10,j2
j2-11,Amazon2000,j2,11,02.08.2000,18.08.2000,GX.9116,GX.9376,GX.9167,,j2/11,j2
j2-12,Amazon2000,j2,12,18.08.2000,19.09.2000,GX.9116,GX.9376,GX.9167,,j2/12,j2
j2-13,Amazon2000,j2,13,19.09.2000,04.10.2000,GX.9116,GX.9376,GX.9167,,j2/13,j2
j2-14,Amazon2000,j2,14,04.10.2000,15.10.2000,GX.9116,GX.9376,GX.9167,,j2/14,j2
j2-15,Amazon2000,j2,15,15.10.2000,08.11.2000,GX.9116,GX.9376,GX.9167,,j2/15,j2
k1-10,Amazon2000,k1,10,16.07.2000,02.08.2000,GX.9116,GX.9375,GX.9151,,k1/10,k1
k1-11,Amazon2000,k1,11,02.08.2000,18.08.2000,GX.9116,GX.9375,GX.9151,,k1/11,k1
k1-12,Amazon2000,k1,12,18.08.2000,19.09.2000,GX.9116,GX.9375,GX.9151,,k1/12,k1
k1-13,Amazon2000,k1,13,19.09.2000,04.10.2000,GX.9116,GX.9375,GX.9151,,k1/13,k1
k1-14,Amazon2000,k1,14,04.10.2000,15.10.2000,GX.9116,GX.9375,GX.9151,,k1/14,k1
k1-15,Amazon2000,k1,15,15.10.2000,08.11.2000,GX.9116,GX.9375,GX.9151,,k1/15,k1
k1-16,Amazon2000,k1,16,08.11.2000,01.12.2000,GX.9116,GX.9375,GX.9151,,k1/16,k1
k1-17,Amazon2000,k1,17,01.12.2000,15.12.2000,GX.9116,GX.9375,GX.9151,,k1/17,k1
k1-18,Amazon2000,k1,18,15.12.2000,28.12.2000,GX.9116,GX.9375,GX.9151,,k1/18,k1
k2-10,Amazon2000,k2,10,16.07.2000,02.08.2000,GX.9116,GX.9375,GX.9152,,k2/10,k2
k2-11,Amazon2000,k2,11,02.08.2000,18.08.2000,GX.9116,GX.9375,GX.9152,,k2/11,k2
k2-12,Amazon2000,k2,12,18.08.2000,19.09.2000,GX.9116,GX.9375,GX.9152,,k2/12,k2
k2-13,Amazon2000,k2,13,19.09.2000,04.10.2000,GX.9116,GX.9375,GX.9152,,k2/13,k2
k2-14,Amazon2000,k2,14,04.10.2000,15.10.2000,GX.9116,GX.9375,GX.9152,,k2/14,k2
k2-15,Amazon2000,k2,15,15.10.2000,08.11.2000,GX.9116,GX.9375,GX.9152,,k2/15,k2
k2-16,Amazon2000,k2,16,08.11.2000,01.12.2000,GX.9116,GX.9375,GX.9152,,k2/16,k2
k2-17,Amazon2000,k2,17,01.12.2000,15.12.2000,GX.9116,GX.9375,GX.9152,,k2/17,k2
la1-1,Amazon2008,la1,1,21.05.2008,28.05.2008,GX.9137,GX.9378,GX.9181,,la1/1,Malaise 1
la1-2,Amazon2008,la1,2,28.05.2008,05.06.2008,GX.9137,GX.9378,GX.9181,,la1/2,Malaise 1
la1-3,Amazon2008,la1,3,05.06.2008,12.06.2008,GX.9137,GX.9378,GX.9181,,la1/3,Malaise 1
la1-4,Amazon2008,la1,4,12.06.2008,19.06.2008,GX.9137,GX.9378,GX.9181,,la1/4,Malaise 1
la1-5,Amazon2008,la1,5,19.06.2008,26.06.2008,GX.9137,GX.9378,GX.9181,,la1/5,Malaise 1
la1-6,Amazon2008,la1,6,26.06.2008,03.07.2008,GX.9137,GX.9378,GX.9181,,la1/6,Malaise 1
la1-7,Amazon2008,la1,7,03.07.2008,10.07.2008,GX.9137,GX.9378,GX.9181,,la1/7,Malaise 1
la1-8,Amazon2008,la1,8,10.07.2008,17.07.2008,GX.9137,GX.9378,GX.9181,,la1/8,Malaise 1
la1-9,Amazon2008,la1,9,17.07.2008,24.07.2008,GX.9137,GX.9378,GX.9181,,la1/9,Malaise 1
la1-10,Amazon2008,la1,10,24.07.2008,31.07.2008,GX.9137,GX.9378,GX.9181,,la1/10,Malaise 1
la1-11,Amazon2008,la1,11,31.07.2008,07.08.2008,GX.9137,GX.9378,GX.9181,,la1/11,Malaise 1
la1-12,Amazon2008,la1,12,07.08.2008,14.08.2008,GX.9137,GX.9378,GX.9181,,la1/12,Malaise 1
la1-13,Amazon2008,la1,13,14.08.2008,21.08.2008,GX.9137,GX.9378,GX.9181,,la1/13,Malaise 1
la2-1,Amazon2008,la2,1,21.05.2008,28.05.2008,GX.9137,GX.9378,GX.9182,,la2/1,Malaise 2
la2-2,Amazon2008,la2,2,28.05.2008,05.06.2008,GX.9137,GX.9378,GX.9182,,la2/2,Malaise 2
la2-3,Amazon2008,la2,3,05.06.2008,12.06.2008,GX.9137,GX.9378,GX.9182,,la2/3,Malaise 2
la2-4,Amazon2008,la2,4,12.06.2008,19.06.2008,GX.9137,GX.9378,GX.9182,,la2/4,Malaise 2
la2-5,Amazon2008,la2,5,19.06.2008,26.06.2008,GX.9137,GX.9378,GX.9182,,la2/5,Malaise 2
la2-6,Amazon2008,la2,6,26.06.2008,03.07.2008,GX.9137,GX.9378,GX.9182,,la2/6,Malaise 2
la2-7,Amazon2008,la2,7,03.07.2008,10.07.2008,GX.9137,GX.9378,GX.9182,,la2/7,Malaise 2
la2-8,Amazon2008,la2,8,10.07.2008,17.07.2008,GX.9137,GX.9378,GX.9182,,la2/8,Malaise 2
la2-9,Amazon2008,la2,9,17.07.2008,24.07.2008,GX.9137,GX.9378,GX.9182,,la2/9,Malaise 2
la2-10,Amazon2008,la2,10,24.07.2008,31.07.2008,GX.9137,GX.9378,GX.9182,,la2/10,Malaise 2
la2-11,Amazon2008,la2,11,31.07.2008,07.08.2008,GX.9137,GX.9378,GX.9182,,la2/11,Malaise 2
la2-12,Amazon2008,la2,12,07.08.2008,14.08.2008,GX.9137,GX.9378,GX.9182,,la2/12,Malaise 2
la2-13,Amazon2008,la2,13,14.08.2008,21.08.2008,GX.9137,GX.9378,GX.9182,,la2/13,Malaise 2
la3-1,Amazon2008,la3,1,21.05.2008,28.05.2008,GX.9137,GX.9378,GX.9183,,la3/1,Malaise 3
la3-2,Amazon2008,la3,2,28.05.2008,05.06.2008,GX.9137,GX.9378,GX.9183,,la3/2,Malaise 3
la3-3,Amazon2008,la3,3,05.06.2008,12.06.2008,GX.9137,GX.9378,GX.9183,,la3/3,Malaise 3
la3-4,Amazon2008,la3,4,12.06.2008,19.06.2008,GX.9137,GX.9378,GX.9183,,la3/4,Malaise 3
la3-5,Amazon2008,la3,5,19.06.2008,26.06.2008,GX.9137,GX.9378,GX.9183,,la3/5,Malaise 3
la3-6,Amazon2008,la3,6,26.06.2008,03.07.2008,GX.9137,GX.9378,GX.9183,,la3/6,Malaise 3
la3-7,Amazon2008,la3,7,03.07.2008,10.07.2008,GX.9137,GX.9378,GX.9183,,la3/7,Malaise 3
la3-8,Amazon2008,la3,8,10.07.2008,17.07.2008,GX.9137,GX.9378,GX.9183,,la3/8,Malaise 3
la3-9,Amazon2008,la3,9,17.07.2008,24.07.2008,GX.9137,GX.9378,GX.9183,,la3/9,Malaise 3
la3-10,Amazon2008,la3,10,24.07.2008,31.07.2008,GX.9137,GX.9378,GX.9183,,la3/10,Malaise 3
la3-11,Amazon2008,la3,11,31.07.2008,07.08.2008,GX.9137,GX.9378,GX.9183,,la3/11,Malaise 3
la3-12,Amazon2008,la3,12,07.08.2008,14.08.2008,GX.9137,GX.9378,GX.9183,,la3/12,Malaise 3
la3-13,Amazon2008,la3,13,14.08.2008,21.08.2008,GX.9137,GX.9378,GX.9183,,la3/13,Malaise 3
la4-1,Amazon2008,la4,1,21.05.2008,28.05.2008,GX.9137,GX.9378,GX.9184,,la4/1,Malaise 4
la4-2,Amazon2008,la4,2,28.05.2008,05.06.2008,GX.9137,GX.9378,GX.9184,,la4/2,Malaise 4
la4-3,Amazon2008,la4,3,05.06.2008,12.06.2008,GX.9137,GX.9378,GX.9184,,la4/3,Malaise 4
la4-4,Amazon2008,la4,4,12.06.2008,19.06.2008,GX.9137,GX.9378,GX.9184,,la4/4,Malaise 4
la4-5,Amazon2008,la4,5,19.06.2008,26.06.2008,GX.9137,GX.9378,GX.9184,,la4/5,Malaise 4
la4-6,Amazon2008,la4,6,26.06.2008,03.07.2008,GX.9137,GX.9378,GX.9184,,la4/6,Malaise 4
la4-7,Amazon2008,la4,7,03.07.2008,10.07.2008,GX.9137,GX.9378,GX.9184,,la4/7,Malaise 4
la4-8,Amazon2008,la4,8,10.07.2008,17.07.2008,GX.9137,GX.9378,GX.9184,,la4/8,Malaise 4
la4-9,Amazon2008,la4,9,17.07.2008,24.07.2008,GX.9137,GX.9378,GX.9184,,la4/9,Malaise 4
la4-10,Amazon2008,la4,10,24.07.2008,31.07.2008,GX.9137,GX.9378,GX.9184,,la4/10,Malaise 4
la4-11,Amazon2008,la4,11,31.07.2008,07.08.2008,GX.9137,GX.9378,GX.9184,,la4/11,Malaise 4
la4-12,Amazon2008,la4,12,07.08.2008,14.08.2008,GX.9137,GX.9378,GX.9184,,la4/12,Malaise 4
la4-13,Amazon2008,la4,13,14.08.2008,21.08.2008,GX.9137,GX.9378,GX.9184,,la4/13,Malaise 4
la5-1,Amazon2008,la5,1,21.05.2008,28.05.2008,GX.9137,GX.9379,GX.9185,,la5/1,Malaise 5
la5-2,Amazon2008,la5,2,28.05.2008,05.06.2008,GX.9137,GX.9379,GX.9185,,la5/2,Malaise 5
la5-3,Amazon2008,la5,3,05.06.2008,12.06.2008,GX.9137,GX.9379,GX.9185,,la5/3,Malaise 5
la5-4,Amazon2008,la5,4,12.06.2008,19.06.2008,GX.9137,GX.9379,GX.9185,,la5/4,Malaise 5
la5-5,Amazon2008,la5,5,19.06.2008,26.06.2008,GX.9137,GX.9379,GX.9185,,la5/5,Malaise 5
la5-6,Amazon2008,la5,6,26.06.2008,03.07.2008,GX.9137,GX.9379,GX.9185,,la5/6,Malaise 5
la5-7,Amazon2008,la5,7,03.07.2008,10.07.2008,GX.9137,GX.9379,GX.9185,,la5/7,Malaise 5
la5-8,Amazon2008,la5,8,10.07.2008,17.07.2008,GX.9137,GX.9379,GX.9185,,la5/8,Malaise 5
la5-9,Amazon2008,la5,9,17.07.2008,24.07.2008,GX.9137,GX.9379,GX.9185,,la5/9,Malaise 5
la5-10,Amazon2008,la5,10,24.07.2008,31.07.2008,GX.9137,GX.9379,GX.9185,,la5/10,Malaise 5
la5-11,Amazon2008,la5,11,31.07.2008,07.08.2008,GX.9137,GX.9379,GX.9185,,la5/11,Malaise 5
la5-12,Amazon2008,la5,12,07.08.2008,14.08.2008,GX.9137,GX.9379,GX.9185,,la5/12,Malaise 5
la5-13,Amazon2008,la5,13,14.08.2008,21.08.2008,GX.9137,GX.9379,GX.9185,,la5/13,Malaise 5
la6-1,Amazon2008,la6,1,21.05.2008,28.05.2008,GX.9137,GX.9379,GX.9186,,la6/1,Malaise 6
la6-2,Amazon2008,la6,2,28.05.2008,05.06.2008,GX.9137,GX.9379,GX.9186,,la6/2,Malaise 6
la6-3,Amazon2008,la6,3,05.06.2008,12.06.2008,GX.9137,GX.9379,GX.9186,,la6/3,Malaise 6
la6-4,Amazon2008,la6,4,12.06.2008,19.06.2008,GX.9137,GX.9379,GX.9186,,la6/4,Malaise 6
la6-5,Amazon2008,la6,5,19.06.2008,26.06.2008,GX.9137,GX.9379,GX.9186,,la6/5,Malaise 6
la6-6,Amazon2008,la6,6,26.06.2008,03.07.2008,GX.9137,GX.9379,GX.9186,,la6/6,Malaise 6
la6-7,Amazon2008,la6,7,03.07.2008,10.07.2008,GX.9137,GX.9379,GX.9186,,la6/7,Malaise 6
la6-8,Amazon2008,la6,8,10.07.2008,17.07.2008,GX.9137,GX.9379,GX.9186,,la6/8,Malaise 6
la6-9,Amazon2008,la6,9,17.07.2008,24.07.2008,GX.9137,GX.9379,GX.9186,,la6/9,Malaise 6
la6-10,Amazon2008,la6,10,24.07.2008,31.07.2008,GX.9137,GX.9379,GX.9186,,la6/10,Malaise 6
la6-11,Amazon2008,la6,11,31.07.2008,07.08.2008,GX.9137,GX.9379,GX.9186,,la6/11,Malaise 6
la6-12,Amazon2008,la6,12,07.08.2008,14.08.2008,GX.9137,GX.9379,GX.9186,,la6/12,Malaise 6
la6-13,Amazon2008,la6,13,14.08.2008,21.08.2008,GX.9137,GX.9379,GX.9186,,la6/13,Malaise 6
la7-1,Amazon2008,la7,1,21.05.2008,28.05.2008,GX.9137,GX.9379,GX.9187,,la7/1,Malaise 7
la7-2,Amazon2008,la7,2,28.05.2008,05.06.2008,GX.9137,GX.9379,GX.9187,,la7/2,Malaise 7
la7-3,Amazon2008,la7,3,05.06.2008,12.06.2008,GX.9137,GX.9379,GX.9187,,la7/3,Malaise 7
la7-4,Amazon2008,la7,4,12.06.2008,19.06.2008,GX.9137,GX.9379,GX.9187,,la7/4,Malaise 7
la7-5,Amazon2008,la7,5,19.06.2008,26.06.2008,GX.9137,GX.9379,GX.9187,,la7/5,Malaise 7
la7-6,Amazon2008,la7,6,26.06.2008,03.07.2008,GX.9137,GX.9379,GX.9187,,la7/6,Malaise 7
la7-7,Amazon2008,la7,7,03.07.2008,10.07.2008,GX.9137,GX.9379,GX.9187,,la7/7,Malaise 7
la7-8,Amazon2008,la7,8,10.07.2008,17.07.2008,GX.9137,GX.9379,GX.9187,,la7/8,Malaise 7
la7-9,Amazon2008,la7,9,17.07.2008,24.07.2008,GX.9137,GX.9379,GX.9187,,la7/9,Malaise 7
la7-10,Amazon2008,la7,10,24.07.2008,31.07.2008,GX.9137,GX.9379,GX.9187,,la7/10,Malaise 7
la7-11,Amazon2008,la7,11,31.07.2008,07.08.2008,GX.9137,GX.9379,GX.9187,,la7/11,Malaise 7
la7-12,Amazon2008,la7,12,07.08.2008,14.08.2008,GX.9137,GX.9379,GX.9187,,la7/12,Malaise 7
la7-13,Amazon2008,la7,13,14.08.2008,21.08.2008,GX.9137,GX.9379,GX.9187,,la7/13,Malaise 7
la8-1,Amazon2008,la8,1,21.05.2008,28.05.2008,GX.9137,GX.9379,GX.9188,,la8/1,Malaise 8
la8-2,Amazon2008,la8,2,28.05.2008,05.06.2008,GX.9137,GX.9379,GX.9188,,la8/2,Malaise 8
la8-3,Amazon2008,la8,3,05.06.2008,12.06.2008,GX.9137,GX.9379,GX.9188,,la8/3,Malaise 8
la8-4,Amazon2008,la8,4,12.06.2008,19.06.2008,GX.9137,GX.9379,GX.9188,,la8/4,Malaise 8
la8-5,Amazon2008,la8,5,19.06.2008,26.06.2008,GX.9137,GX.9379,GX.9188,,la8/5,Malaise 8
la8-6,Amazon2008,la8,6,26.06.2008,03.07.2008,GX.9137,GX.9379,GX.9188,,la8/6,Malaise 8
la8-7,Amazon2008,la8,7,03.07.2008,10.07.2008,GX.9137,GX.9379,GX.9188,,la8/7,Malaise 8
la8-8,Amazon2008,la8,8,10.07.2008,17.07.2008,GX.9137,GX.9379,GX.9188,,la8/8,Malaise 8
la8-9,Amazon2008,la8,9,17.07.2008,24.07.2008,GX.9137,GX.9379,GX.9188,,la8/9,Malaise 8
la8-10,Amazon2008,la8,10,24.07.2008,31.07.2008,GX.9137,GX.9379,GX.9188,,la8/10,Malaise 8
la8-11,Amazon2008,la8,11,31.07.2008,07.08.2008,GX.9137,GX.9379,GX.9188,,la8/11,Malaise 8
la8-12,Amazon2008,la8,12,07.08.2008,14.08.2008,GX.9137,GX.9379,GX.9188,,la8/12,Malaise 8
la8-13,Amazon2008,la8,13,14.08.2008,21.08.2008,GX.9137,GX.9379,GX.9188,,la8/13,Malaise 8
la9-1,Amazon2008,la9,1,21.05.2008,28.05.2008,GX.9137,GX.9378,GX.9189,,la9/1,Malaise 9
la9-2,Amazon2008,la9,2,28.05.2008,05.06.2008,GX.9137,GX.9378,GX.9189,,la9/2,Malaise 9
la9-3,Amazon2008,la9,3,05.06.2008,12.06.2008,GX.9137,GX.9378,GX.9189,,la9/3,Malaise 9
la9-4,Amazon2008,la9,4,12.06.2008,19.06.2008,GX.9137,GX.9378,GX.9189,,la9/4,Malaise 9
la9-5,Amazon2008,la9,5,19.06.2008,26.06.2008,GX.9137,GX.9378,GX.9189,,la9/5,Malaise 9
la9-6,Amazon2008,la9,6,26.06.2008,03.07.2008,GX.9137,GX.9378,GX.9189,,la9/6,Malaise 9
la9-7,Amazon2008,la9,7,03.07.2008,10.07.2008,GX.9137,GX.9378,GX.9189,,la9/7,Malaise 9
la9-8,Amazon2008,la9,8,10.07.2008,17.07.2008,GX.9137,GX.9378,GX.9189,,la9/8,Malaise 9
la9-9,Amazon2008,la9,9,17.07.2008,24.07.2008,GX.9137,GX.9378,GX.9189,,la9/9,Malaise 9
la9-10,Amazon2008,la9,10,24.07.2008,31.07.2008,GX.9137,GX.9378,GX.9189,,la9/10,Malaise 9
la9-11,Amazon2008,la9,11,31.07.2008,07.08.2008,GX.9137,GX.9378,GX.9189,,la9/11,Malaise 9
la9-12,Amazon2008,la9,12,07.08.2008,14.08.2008,GX.9137,GX.9378,GX.9189,,la9/12,Malaise 9
la9-13,Amazon2008,la9,13,14.08.2008,21.08.2008,GX.9137,GX.9378,GX.9189,,la9/13,Malaise 9
m1--6,Amazon2011,m1,-6,04.04.2011,19.04.2011,GX.9118,GX.9516,GX.9168,,m1/-6,Malaise1
m1--5,Amazon2011,m1,-5,19.04.2011,27.04.2011,GX.9118,GX.9516,GX.9168,,m1/-5,Malaise1
m1--4,Amazon2011,m1,-4,27.04.2011,02.05.2011,GX.9118,GX.9516,GX.9168,,m1/-4,Malaise1
m1--3,Amazon2011,m1,-3,02.05.2011,08.05.2011,GX.9118,GX.9516,GX.9168,,m1/-3,Malaise1
m1--2,Amazon2011,m1,-2,08.05.2011,16.05.2011,GX.9118,GX.9516,GX.9168,,m1/-2,Malaise1
m1--1,Amazon2011,m1,-1,16.05.2011,23.05.2011,GX.9118,GX.9516,GX.9168,,m1/-1,Malaise1
m1-1,Amazon2011,m1,1,23.05.2011,29.05.2011,GX.9118,GX.9516,GX.9168,,m1/1,Malaise1
m1-2,Amazon2011,m1,2,29.05.2011,05.06.2011,GX.9118,GX.9516,GX.9168,,m1/2,Malaise1
m1-3,Amazon2011,m1,3,05.06.2011,12.06.2011,GX.9118,GX.9516,GX.9168,,m1/3,Malaise1
m1-4,Amazon2011,m1,4,12.06.2011,19.06.2011,GX.9118,GX.9516,GX.9168,,m1/4,Malaise1
m1-5,Amazon2011,m1,5,19.06.2011,26.06.2011,GX.9118,GX.9516,GX.9168,,m1/5,Malaise1
m1-6,Amazon2011,m1,6,26.06.2011,03.07.2011,GX.9118,GX.9516,GX.9168,,m1/6,Malaise1
m1-7,Amazon2011,m1,7,03.07.2011,10.07.2011,GX.9118,GX.9516,GX.9168,,m1/7,Malaise1
m1-8,Amazon2011,m1,8,10.07.2011,17.07.2011,GX.9118,GX.9516,GX.9168,,m1/8,Malaise1
m1-9,Amazon2011,m1,9,17.07.2011,24.07.2011,GX.9118,GX.9516,GX.9168,,m1/9,Malaise1
m1-10,Amazon2011,m1,10,24.07.2011,31.07.2011,GX.9118,GX.9516,GX.9168,,m1/10,Malaise1
m1-11,Amazon2011,m1,11,31.07.2011,07.08.2011,GX.9118,GX.9516,GX.9168,,m1/11,Malaise1
m1-12,Amazon2011,m1,12,07.08.2011,14.08.2011,GX.9118,GX.9516,GX.9168,,m1/12,Malaise1
m1-13,Amazon2011,m1,13,14.08.2011,21.08.2011,GX.9118,GX.9516,GX.9168,,m1/13,Malaise1
m1-14,Amazon2011,m1,14,21.08.2011,28.08.2011,GX.9118,GX.9516,GX.9168,,m1/14,Malaise1
m1-15,Amazon2011,m1,15,28.08.2011,04.09.2011,GX.9118,GX.9516,GX.9168,,m1/15,Malaise1
m1-16,Amazon2011,m1,16,04.09.2011,11.09.2011,GX.9118,GX.9516,GX.9168,,m1/16,Malaise1
m1-17,Amazon2011,m1,17,11.09.2011,18.09.2011,GX.9118,GX.9516,GX.9168,,m1/17,Malaise1
m1-18,Amazon2011,m1,18,18.09.2011,25.09.2011,GX.9118,GX.9516,GX.9168,,m1/18,Malaise1
